Nombre;Estrellas restaurante;Usuario;Titulo comentario;Comentario;Calificacion
Aguacatecón;5.0;JGHG2013;Aguacate Creativo;Un luegar donde el aguacate es el rey del sitio y con la creatividad de los encargados del restaurante logran unos excelentes platos, Digno de visitar;4.0
Ksabe una aventura amazonica;5.0;G8202EApaulam;Delicias amazonicas;Encontre este restaurante recomendado en la pagina Laureles Gourmet y definitivamente se quedaron cortos con las delicias de este restaurante.  Ademas una excelente atencion nos explicaron los platos y un poco mas de la amazonia. Probamos el chamu (kasabe), el ceviche , el chicharron de...pescado pirarucu superricos. Tambien el jugo de copoazu y el granizado de acai. Para repetir todo.Más;5.0
Ksabe una aventura amazonica;5.0;Heriberto V;Cócteles ;Un sitio agradable, la mezcla perfecta para vivir tus mejores momentos, cóctel super recomendado la Caipirinha.;5.0
Ksabe una aventura amazonica;5.0;دقس ز;Desayuno;Tuve la experiencia y la dicha de comer algo diferente y a su vez deliciosa k'sabe con calabreza, super recomendado... excelente atención;5.0
Ksabe una aventura amazonica;5.0;toplibardol;Almuerzo ;"Buena variedad de comida de la region amazónica. Recomendado
Me encantó el chicharrón de pirarucu.
Cuenta con arroz Chagua, ceviche de pirarucu y jugos naturales amazónicos como el copoazu, cocona y cami cami.";5.0
Ksabe una aventura amazonica;5.0;Adventure03184313329;Ksabe;Una gran experiencia, deliciosa la comida, la muestra gastronómica diferente y que tenga ese pensamiento consmologico indígena me encanta.;5.0
Ksabe una aventura amazonica;5.0;jcfuragaro;una de mis mejores experiencias.;la comida es deliciosa,esuna muestra gastronomica diferente, nunca habia comido comida amazonica con prepracion peruana,bracilera y mucho menos indigena lo recomiendo,  fue una de mis mejores experiencias,;5.0
Ragazzi Laureles;4.0;Leonetto364;Imitaciones de comida Italiana;"No tiene nada que ver con la comida Italiana, simplemente una imitación fea. El menú escrito en Italiano es una trampa. En foto parece todo lindo, la pizza que comí no tenía nada que ver con las fotos que se encuentran. Sabor raro y mucho...aceite. Tamaño de la pizza adeguado para un niño. La personal.la mesa estaba en frente al baño, prácticamente se podía mirar adentro.servicio de baja calidad. Hay lugares mejores.
Comida inadeguata para ser llamada Italiana.Más";2.0
Ragazzi Laureles;4.0;Shaarom G;Para compartir;Tiene un buen ambiente para disfrutar una cena con amigos, tanto la comida como el servicio ofrecido es muy bueno. Recomendado;5.0
Ragazzi Laureles;4.0;jaimejose94;Gran experiencia;La pizza es muy buena y el sitio es muy agradable. Cuando lo visitamos probamos Florentina (ganadora del Pizza Master 2019) y De la casa y ambos sabores fueron muy buenos.;4.0
Ragazzi Laureles;4.0;LeFrank12;Volveremos;"De entrada, la carta es tan variada que no sabes que pedir porque todo se ve delicioso. Pedimos un combinado de salmón y una ensalada Freschezza. Ambos platos espectaculares.

El postre croissant de frutos rojos se les pasó de cocción pero, lo cambiaron por un...torta de chocolate blanco.

El servicio puede mejorar pero en términos generales es bueno.Más";4.0
Ragazzi Laureles;4.0;Daniel G;Deliciosa comida y servicio;Deliciosa comida y servicio, nos encantó todo. también tienen deliciosas pastas. Ideal para compartir en familia, pareja o amigos.;5.0
Ragazzi Laureles;4.0;Marcelasyj321;Fraude total!;Lamentablemente fuimos estafados con la pizza serraserrata, la cual no contuvo los ingredientes ofrecidos en su carta, sólo obtuvimos masa para pizza y queso.  Han bajado mucho la calidad de sus productos y los precios tan elevados no corresponden con lo ofrecido.;2.0
Ragazzi Laureles;4.0;Alberto T;De las mejores pizzas;He visitado varias pizzerías gourmet en Medellín, saliendo decepcionado. Pero en Ragazzi encontré una pizza deliciosa, ambiente agradable, muy buena atención y mezclas novedosas, como el balsámico con vainilla.  Super recomendado, volveré :);5.0
Ragazzi Laureles;4.0;johnathancg;Pastas ricas;Es un restaurante muy bien ubicado, bonito y tranquilo. Las pastas son ricas y con buenas porciones, sus jugos también son muy ricos. Por otro lado las pizzas creo que no son todo lo que esperaba, he probado varias y sólo la mediterránea me ha...gustado (aunque no es de las mejores que me he comido en la ciudad). Las promociones que tienen lunes y martes son muy buenas para las pizzas, su precio realmente es barato pero para un día normal creo que los tamaños no son tan competitivos.Más;4.0
Ragazzi Laureles;4.0;176juanpablos;La mejor pasta que he comido en mi vida;Este restaurante está injustamente rankeado. Su pizza mediterránea ganó el premio pizza master 2018 a la mejor pizza de Medellín. Sin embargo recomiendo la pizza de formaggio, una delicia. Fui dos veces a este lugar y en la segunda comi la mejor pasta de mi...vida, spaghetti con salsa siciliana, mi pareja comió lasagna y también fue la más rica que hemos probado. Este lugar es visita obligada en MedellínMás;5.0
Ragazzi Laureles;4.0;Harrycm81;La mejor pizza de Medellín;"La pizza mediterránea,ganadora a mejor pizza de Medellín en 2018.
La probé y me encantó recomendadisima";5.0
Kung Food;5.0;Caedsi;Me encantó;Deliciosos platos rápidos de inspiración oriental. Los baos y el cerdo agridulce no están nada mal. Y el precio es muy bueno. La zona es muy movida y agradable.;5.0
Kung Food;5.0;sararcihenao;Muy rico el bao de cerdo!;Probé 3 baos, el de pollo y setas estuvieron ok pero mi favorito fue el de cerdo, tiene muy buenos sabores y muy bien balanceados. Muy divertido el concepto!;4.0
Kung Food;5.0;P6346IXvictoriam;Comida increíble, música y gente.;Fuimos a Kung Food dos veces y no puedo esperar para volver. El pequeño menú tenía todo lo que necesitábamos, desde deliciosos bao fritos hasta fideos increíbles, así como cerveza barata. Para colmo, la música era para morirse y la gente era muy amable. Encantador...lugar encantador. ??????????Más;5.0
Dulce Avellana;4.5;651mariacamilaa;El mejor Brunch del mundo!!;Muy rica toda la comida, he ido en varias ocasiones y todos los platos me han dejado descrestada, es absolutamente deliciosoooo!!!;5.0
Dulce Avellana;4.5;Discover61739497169;Lo recomiendo 100%;"El lugar es muy acogedor, la atención de las niñas es muy buena y la comida es excelente. 
Tienen opciones para ir a desayunar, para almorzar o para ir a tomar un café con un buen postre. Muy recomendado!";5.0
Dulce Avellana;4.5;Navigate267338;El Mejor Brunch de Medellín;"Demasiado delicioso TODOOO, no sabía ni que escoger. fui con varios amigos y pedimos: Croque Madame, Parmessan French Toast Sandwich, Fritatta, Tostadas francesas... La verdad me encantó, el ambiente, la comida y las mimosasss...

Super Recomendado!";5.0
Dulce Avellana;4.5;fariamenco;Simplemente delicioso!;"Local con delicias dulces que uno desea volver a experimentar una y otra vez. 
Los precios son adecuados a la calidad de los productos y del servicio.
Cumplían los protocolos de bioseguridad y era posible descargar el menú directamente al celular para evitar el contacto....Un lugar para regresar y continuar experimentando sus maravillosos sabores.Más";5.0
Dulce Avellana;4.5;sar429;Mal servicio ;Esperamos por más,de 50 minutos el pedido.   La comida no estaba mal, podría ser mejor.  El mal servicio sobresale.  No tienen un buen planeamiento, que lastima, nose si haya sido una excepcion el día de hoy .;2.0
Restaurante Ube International Cuisine;4.5;PatrickSh94;Mal servicio;Mal servicio, mala atención, los meseros muy mal hablados informales. La Comida fría, lo mejorcito eran las bebidas y la decoración del restaurante de resto fatal todo.;1.0
Restaurante Ube International Cuisine;4.5;jos_gerardov2020;Comida inigualable;La comida es increíble!! Un excelente ambiente y excelente servicio!! Super recomendado. El mejor lugar de Medellín.;5.0
Restaurante Ube International Cuisine;4.5;K7787DZnatalias;Lo mejor en el área;Lo mejor que tiene el parque y esa área todo es calidad desde la comida hasta el postre el ambiente es único muy limpio y organizado y los empleados son súper atentos me encanto se los recomiendo 100%;5.0
Restaurante Ube International Cuisine;4.5;josemiguelz2020;Calificación;Sin duda el mejor sitio de la zona, deliciosa comida, excelente atención, un delicioso bar absolutamente recomendado;5.0
Tópico Bar;5.0;Simonburgoss;Excelente servicio y establecimiento;Fui con un grupo de amigos y fue uno de los mejores lugares de provenza, recomendado. Muy recomendado;5.0
Tópico Bar;5.0;sebastiangS7255NL;El mejor bar de provenza;La atención es súper buena, la comida espectacular y los cócteles brutales, supremamente recomendado.;5.0
Tacos El Tigre;4.0;fabianpI4725UL;Servicio;La comida y los cocteles súper deliciosos el servicio también lo que no me pareció bien es que la chica alta que me atendió estaba toda drogada y su aliento olía mucho a marihuana con esos ojos todos rojos casi ni veía  ...Cada quien con...sus cosas pero no me parece que hagan eso en horarios laborales porque le dan muy mal aspecto al negocioMás;3.0
Tacos El Tigre;4.0;560linamar_ag;Tacos el tigre;"Excelente lugar, buena atención, comida rica, shows variados y buenos precios. 
Súper recomendado 
Cócteles 
Arte
Música y amigos";5.0
Tacos El Tigre;4.0;anamaravillaz;Deliciosa comida y espacio para compartir con los amigos;"Comida y buenas bebidas
Muy recomendado el sitio, deliciosos tacos, nachos y bebidas.  Pidan los tacos que son con tortilla de queso. Vuelvo!";5.0
Tacos El Tigre;4.0;juanezc2022;carisimo y lo que te venden es una estafa;un taco 8 mil pesos que te cabe en media muela!! increible me comi dos y sali con mas hambre te cobran es por el lugar!! jamas volveria a comer halla!!!;1.0
Tacos El Tigre;4.0;N962XLandreac;Cero recomendado;"Pésima atención, olvidaron nuestro pedido. Y lo único que recordaron tardo más de 40 mins. Respecto a la comida no vale la pena para los precios que tienen 
Cero recomendado";1.0
Cafe Museo Botero;4.0;Escape714324;muy agradable;el servicio excelente y la comida muy buena ademas de poder visitar la plaza botero al aire libre y ambiente seguro;4.0
Cafe Museo Botero;4.0;danielmC9163DU;Excelente Comida;"Una muy buena eleccion para comer.
Buen ambiente, excelente servicio, gran variedad de platillos y muy buen precio.";5.0
Cafe Museo Botero;4.0;federal49;SABOR PAISA;Aquí puedes encontrar diferentes comidas paisas, las cuales podrás degustar. Economigo pero con un gran sabor.;5.0
Cafe Museo Botero;4.0;AnaNav;Muy regular;Es un restaurante con variedad de platos. Sin embargo no son de gran calidad. El precio es bastante elevado para lo que sirven.;2.0
Cafe Museo Botero;4.0;Hunardo B;PINTURAS Y ESCULTURAS DE bOTERO MAJESTUOSAS;si te apasiona el arte y en particular de este destacado artista, reconocido mundialmente por sus brobustas y extraordinarias  figuras * botero ^ visita su museo. en el centro de la ciudad de medellin. Al frente queda una plazoleta donde puedes adquirir modicamente sus esculturas;5.0
Cafe Museo Botero;4.0;Érica M;Pésimo lugar;Es una lástima que un lugar maravilloso como el museo tenga un restaurante tan mal manejado. La carta es muy sencilla, y se demoran una eternidad. Todos los platos llegaron mal: pechuga de pollo seca, pastas pasadas de tiempo, hamburguesa bañada en salsa y una...ensalada desabrida y sin vinagreta. No lo recomiendo y no creo que regrese.Más;1.0
Cafe Museo Botero;4.0;HECTORELMASON;HINCHA DE BOTERO, MUY FELIZ!;Lo confieso, soy hincha de Botero... y fue un paseo increíble la visita a este museo! no solo ver sus gorditas, sino militares, políticos, animales, etc..cuadros y mas cuadros fabulosos...llenos de color y alegría...un gran regalo a la vista y al espíritu.;5.0
Cafe Museo Botero;4.0;elizza50;Que tristeza ;No hay relación costo- beneficio, los platos son muy caros, tanto por lo que sirven como por el sabor.;2.0
Cafe Museo Botero;4.0;alba_jam;chevere con amigos;la ubicacion no es la mas suntuosa, pero si estas en la plaza botero o en el museo de antioquia, te recomiendo llegar al cafe;4.0
Cafe Museo Botero;4.0;FoodCrank;Bolsa mixta...;Sentarse afuera en frente y ver pasar el mundo a través de la Plaza Botero es la razón principal para ir. La cerveza está fría y los jugos son buenos, pero el café es el peor que he tomado en mis 25 años de visitar...Colombia. Esto es una vergüenza dado que este café está en el Museo de Antioquia. El servicio varía desde promedio a bueno.Más;3.0
Lussac Park 10;3.5;CIROLUISLARASERPA;Muy agradable;El sitio es muy agradable y es ideal para estar en pareja y conversar. En cuanto a precios no es barato pero compensa con ambiente, la carta es amplia y tiene buenas opciones;4.0
Lussac Park 10;3.5;juanoY9522UV;Salmón encostrado;Viene acompañado de un risotto de curry y coco que le da un sabor entre fuerte y dulce al plato, es indescriptible lo que siente el paladar... el ambiente en las sillas afuera del restaurante lo hace muy acogedor por la naturaleza que lo rodea!;4.0
Lussac Park 10;3.5;CIROLUISLARASERPA;Un buen lugar ;El sitio es agradable confortable en un ambiente tranquilo. La atención me gusto y con mi esposa pedimos un salmón que nos transporto al océano. Sitio recomendado para ir en pareja y pasar un rato tranquilo donde se puede conversar;5.0
Lussac Park 10;3.5;JaimeA506;Buen lugar y atención con comida aceptable;"No es el sitio con comida wow, pero es aceptable.  El lugar es tranquilo, con buen parqueadero, tranquilo y aunque las personas que atienden no son muy expertos, si son muy amables. 
La comida es muy abundante. 
No pidan el atún porque no les queda...bien la textura. Por el contrario, el risotto de hongos y los langostinos son buenos.Más";4.0
Lussac Park 10;3.5;Denisse T;noche romantica y deliciosa comida;La carta tiene buenas opciones, incluye platos vegetarianos, todo muy delicioso, super recomiendo las trilogia de ceviches, pero tener en cuenta que todas las porciones son grandes, tanto de entradas como de platos fuertes.;5.0
Lussac Park 10;3.5;rubioor;Excelente ;Pedimos copa de vino y dos entradas, una de tres ceviches espectacular y otra de carpaccio de Res muy buena también.   La atención conforme al lugar, cumplió nuestras expectativas.;5.0
Lussac Park 10;3.5;natrujillo21;Mala experiencia, mala presentación de los platos, no hay buena relación costo beneficio.;Fuimos con muy buena expectativa ya que el ambiente del lugar es muy agradable....pero los platos que pedimos nada que ver con lo que uno espera de un lugar asi. Los platos fueron de lo mas burdo , exagerado, grasoso y mal presentado que he...comido, el sabor muy normal  ......la  presentación del plato horrible...sin diseño, sin armonía, cosa que uno espera que un restaurante como estos. Los precios son demasiado altos para la calidad y la experiencia con la comida.... Eran como un montón de comida sin objetivo de agradarle al cliente ....la verdad prefiero las cosas con mas estilo y que provoque comerlo ...al fin y al cabo todo entra por los ojos. Pienso que están desactualizados en el tema de gastronomía. .El mesero si nos atendió muy bien.Más;1.0
Lussac Park 10;3.5;juangonzalo;Muy mala experiencia ;Primera vez que vamos a este restaurante y teníamos una expectativa alta supuestamente íbamos por el brunch del país vascos que tanto están promocionando en las redes, llegamos y nos hicieron esperar por q empezaba a las 11:00 y no ofrecieron nada al menos para...ir tomando eran las 11:15 y nada q nos hacían pasar luego tuvimos q preguntar y por fin nos sentamos, de una preguntamos por el brunch y no tenían ni idea y al final lo q nos ofrecieron fue el almuerzo en conclusión pérdida de tiempo y salimos con más hambre de la q entramosMás;2.0
Lussac Park 10;3.5;luisfpipe12;Q bien sitio ;La comida es muy buena,el ambiente es excelente , el servicio es rápido y es un lugar muy ameno para compartir. Todos los platos tiene una recomendación de vinos acordé a la comida. Una carta de entradas muy buena;5.0
Lussac Park 10;3.5;Estafada m;Exclusivo privado y buena comida;Un lugar que permite diferentes ambientes según la ocasión, comida excelente carta variada platos exclusivos para eventos especiales cumpleaños aniversario reunión empresarial;5.0
La Mia Pizza;4.5;CatherineConcierge;Para mi es un clásico ;"🍕 Hace siglos que no venía a ésta pizzeria, queda en mi barrio y es un winner total, para quienes les gusta la pizza estilo italiano de masa delgada y crujiente.  

🍍Lo mejor de todo es el precio muy económico y calidad top 👌🏻";5.0
La Mia Pizza;4.5;ana2098;Deliciosa comida;muy buena atención, los calzone son muy ricos y a bajo precio, totalmente recomendado. es perfecto para ir en pareja, familia o amigos.;4.0
La Mia Pizza;4.5;859estefaniaj;Rica pizza y ambiente para compartir;Muy buena atención. la pizza es deliciosa a precios justos. El ambiente es agradable aunque la decoración puede mejorar quitando los colores brillantes de las paredes. Muy recomendado para visitar en pareja o con amigos.;4.0
La Mia Pizza;4.5;DanielM8714;No pague con tarjeta.;"Me cobrarán 3 VECES en la tarjeta de ahorros y mismo presentando la aplicación de Bancolombia, los correos que me llegan e los SMS el señor no quería me devolver mi plata. Me quedé un rato con mi esposa y mi niña de 4 meses...esperando. 

¡LA PEOR ATENCIÓN!Más";1.0
La Mia Pizza;4.5;gonzacba1975;Lindo ambiente y buena comida;Fuimos a almorzar. Pedimos de entrada las empanadas de queso que llegaron rápido y chocantes. Luego una pizza (correcta sin deslumbrar) y unos crepes muy buenos. Precios normales y atención muy rápida y eficiente;4.0
La Mia Pizza;4.5;angelicastavro23;DELICIA;"Me encanta, desde que probé esta pizza, me olvide de las otras marcas.
ésta es una pizza deliciosa, desde la masa hasta los ingredientes.
la atención, los precios para tan excelente producto es lo mejor.";5.0
La Mia Pizza;4.5;Juan Camilo G;Imperdible;Es sin lugar a duda una de las mejores pizzas,las porciones bien, los ingredientes frescos y de muy buena calidad la atención es muy buena y el tiempo de espera es aceptable;5.0
La Mia Pizza;4.5;isa8915;Deliciosa;De Muy buen sabor, excelente y maravillosa atención, ingredientes frescos y deliciosos, preparación al instante frente a tí;5.0
La Mia Pizza;4.5;Estefany T;Pizza mitad hawaiana, mitad ranchera;Sencillamente deliciosa pizza. Acierto total entrar a este sitio.. Delicioso, el sitio acogedor y la atención ni se diga.. Me encantó.;5.0
La Mia Pizza;4.5;cachalotico;Buena mano;Ingredientes deliciosos y productos bien preparados! Además de variedad, manteniendo la pasta como base!;5.0
Sportwings;3.5;jamesbu8;Pésimo;"Estuve en la sede del CC Mayorca en Sabaneta y el servicio es perverso, no lo recomiendo. Se demoraron eternidades en traer la comida que llega fría. Pedimos unas cervezas y demoraron más de 15 en llevarlas a la mesa. Luego de pedirlas varias veces...las llevaron.

 NO LO RECOMIENDO. 

Y son tan descarados que incluyen la propina. 

Mal servicioMás";1.0
Sportwings;3.5;LisLilx;Solo fue la primera impresión;Pasé varias veces frente al local y me llamo la atención. Lastima que dentro no lograron captar mi atención. El servicio es muy lento para tener solo 3 o 4 mesas ocupadas. A la mesa de al frente le estaban entregando el pedido de otra...mesa. Las alitas nada fuera de lo normal. El precio no iba con la calidad. Punto a favor... wifi!!Más;3.0
Sportwings;3.5;Maria V;Muy ricas alitas;Fui por alitas y terminamos viendo futbol, es muy agradable y muy ricas las alitas. lo recomiendo por su ambiente y comida;4.0
Sportwings;3.5;Emmjesssan;La mejor comida del mundo 😘;"Es la mejor comida del mundo la probé es mi comida favorita el servicio 💯 la puntualidad💯 la delicia 999,999,999,999,999,999 adoro el restaurante es 999,999,999,999,999,999,999 recomendable
Vallan turistas vallan🙏🙏🙏🙏🙏🙏❤️";5.0
Sportwings;3.5;lucaaL2566PF;Excelente;Lugar muy bonito, gente muy atenta y comida excelente. Precios convenientes y cocteles sorpredentes.;5.0
Sportwings;3.5;paovasquez23;buena experiencia;la comida es muy muy rica, el lugar es super comodo para pasar un  buen rato con amigos, me gusta bastante este lugar;4.0
Sportwings;3.5;Manuel N;No es bueno y costoso;La primera vez que fui fue en el 2014 y no me gusto para nada, volvi este 2017 para ver si habían mejorado y me fui peor de decepcionado, la alitas son pequeñas, las salas son muy regulares, pedimos con unos amigos un combo y...para 6 personas nos taren de vegetales dos zanahorias y dos apios cuando en otros lados eso lo sirven abundante, nos toco pedir un porción de vegetales a parte, y aparte que es bien costoso, no volveré y no lo recomiendo, lo unico para destacar es la atención que si es buenaMás;2.0
Sportwings;3.5;Moni G;Para mejorar;"Visité el restaurante ubicado en Mayorca.  Es un local amplio y agradable. La atención fue rápida pero poco cálida.  La entrada de deditos de queso con salsa de maracuyá es rica pero no para compartir porque los palitos  son muy pequeños. 
Pedimos el combo de...12 alitas con papas y 2 salsas diferentes: el pedido llegó rápido, completo, con buena temperatura y sabor, las alas muy pequeñitas (poca carne), y aunque las bañaron en las salsas que elegimos  (la más picante y otra no tanto), llegaron mezcladas por lo que todas sabían igual.   Sugiero que aunque las pongan en el.mismo plato no las mezclen pues por algo se piden dos salsas diferentes.Más";3.0
Sportwings;3.5;321ricardov;ACEPTABLE;Tienen buen menú, variado y de buen sabor. Les falta ser mas atentos a los meseros. Un baso de jugo llegó con jabón pegado en el fondo del vaso y en otra ocasión nos llegó la cuenta con la propina incluida sin haber preguntado.  La...música es demasiado dura. En general es aceptable para cenar o almorzar.Más;3.0
Sportwings;3.5;marcosepulveda1975;Buen producto;Para mi familia y para mí siempre será muy agradable el tipo de comida que aquí preparan, las alitas picantes de pollo son las preferidas por todos, las papas en cascos son ideales para acompañar el plato y además de la rica salsa de la...casa, los vegetales y la combinación de diferentes salsas con que bañan las alitas es preferible y recomendable a que te las sirvan desnudas, recomendada la cerveza artesanal, esta tendencia ha crecido fuertemente en los últimos años, el servicio bueno y el lugar es visitado por tantas personas que es normal verlo full, la decoración y las TV para ver deportes es agradable y le da ese toque de distinción a la temática del restaurante, afuera buen servicio de parqueadero vigilado a bajo costo.Más;5.0
La Fonda Del Pueblo;3.5;991mairag;Restaurante la fonda del pueblo;"Pésima atención de su administradora , maltrata al turista, y le habla super mal a sus empleados enfrente de los clientes, realmente no recomiendo que visiten ese lugar. 

Comida regular !";1.0
La Fonda Del Pueblo;3.5;Carlos V;Es muy corriente!!;La comida es corriente y nos la sirvieron fria. La atención no es la mejor. Los precios son para turistas. No volverá ya que no hay un aporte gastronómico diferente a el del resto de la ciudad;2.0
La Fonda Del Pueblo;3.5;alverny;malo el servicio;malo el servicio, demorado los meseros la verdad poco recomendados es un sitio típico por favor vainas típicas;2.0
La Fonda Del Pueblo;3.5;indra05;Comida típica y bebidas refrescantes;El restaurante es bonito y acogedor, con acabados en madera y una vista agradable del pueblito paisa. Tiene una decoración llena de color y curiosidades que llaman la atención, como replicas de zaguanes tradicionales y cuadros de casas con tejitas de barro en relieve. La...comida es deliciosa y tiene variedad de bebidas de frutas para refrescar. Es un lugar perfecto para compartir con familia y amigos, cuenta con sillas para bebés y reciben pago con tarjeta.Más;5.0
La Fonda Del Pueblo;3.5;Nini_Trujillo;¡La mejor limonada de coco!;"Los meseros son muy amables y atentos. La bandeja paisa es muy rica. Les recomiendo pedir de entrada unas empanadas de iglesia, porque están buenísimas. Y lo que tienen que probar es una limonada de coco 😍 es refrescante y el sabor delicioso. 
El restaurante...es colorido, muy ordenado.Más";5.0
La Fonda Del Pueblo;3.5;BorisRuiz;Muy demorado;"Precios razonables, ambiente agradable pero desafortunadamente no tienen la coordinación para sacar los pedidos agilmente. Los meseros hacen su mejor esfuerzo pero el día de hoy la cocina colapsó, hasta el punto de tener que cerrar el servicio. Pedimos para la entrada unas empanadas que...nunca llegaron. Lo que pedimos para el fuerte se demoró una hora y en realidad era un par de entradas más (una sopa del día y sus Cintas de chicharrón) y una sopa de mondongo. Teniendo en cuenta que las dos sopas son un ""marche y sirva"" puesto que están elaboradas previamente y que los chicharrones son una entrada este pedido no debió demorarse más de 15 minutos. NO ANALISAN LAS COMANDAS. Esto hace que uno se quede más tiempo del adecuado en la mesa y la fila en la puerta se hace eterna para admitir nuevos comensales. Teniendo el Concepto de Fonda y siendo el único restaurante del pueblito paisa, y además en plena feria de las flores debieron pensar en un trio o algún tiño de ambientación para hacer menos tediosa la espera. Los meseron con uniformes planos y nada acorde con el concepto. Con unos detalles ""actorales"" podrían generar mator impacto al turista que busca una experiencia de PUEBLO ANTIOQUEÑO.Más";3.0
La Fonda Del Pueblo;3.5;Elsa Gabriela C;Cena Paisa.;El restaurante tiene buenas instalaciones, muy típico de la egión de Antioquia. Buen servicio, pero esperaba mucho más de la comida. Tienen un buen mondongo y bandeja paisa. El cerdo a la plancha estaba seco.;3.0
La Fonda Del Pueblo;3.5;Fernando R;Ambiente realmente antioqueño ;"Un sitio muy apegado a la tradición paisa, música, ambientación y vestimenta, apegada a pueblitos paisas de antaño 
Una comida rica con buen tiempo de servicio y precios razonables para estar en un lugar turístico.";5.0
La Fonda Del Pueblo;3.5;Leslier201988;Muy buena comida y servicio;Llegamos por la tarde y nos recibieron con mucha hospitalidad. Comimos la bandeja Paisa y una entrada de cintas de yuca y plátano 👌🏻 Si tienes hijos tienen un individual donde pueden jugar y pintar. Somos guatemaltecos y en cuanto a gastronomía estamos muy complacidos.;5.0
La Fonda Del Pueblo;3.5;JesusAngulo;Santa Picada;"Replica de un pueblito paisa  ubicado en la cima de cerro Nutibara, que alberga ademas de la réplica de una plaza mayor de un pueblo  Antioqueño, una serie de negocios relacionados con sus tradiciones, y como no podría ser de otra manera, toda una replica...de casa es usada como un restaurante de comida netamente paisa. En su carta encontramos la famosa bandeja paisa, pero lo que nos llamo la atención son su ceviche de chicharrón y la santa picada que no es mas que una mezcla de varias carnes, entre ellas chicharrones, morcilla, chorizo, pollo,  carne de res, papas cóctel, palta, yuca frita, entre otros potajes, todo mezclado y trozado  en pequeñas porciones. 
La atención no es muy buena pero cumple, los precios son muy cómodos, y las porciones son muy generosas, tanto asi que los mozos mencionan que todos los platos son para compartir.Más";3.0
Dogger Grill;3.5;user25022023;Salchichas especiales;"Me encanta el perro caliente este es sin lugar a dudas el mejor, salsas deliciosas, la mostaza em especial de muy buena calidad
El personal que atiende es amable, limpio y muy atento, el precio ha subido pero sigue siendo economico.
Los felicito soy una...fan de ustedesMás";5.0
Dogger Grill;3.5;Homelen;Excelente opción para cenar casual;Excelente opción para cenar casual, los perritos como les llaman en Colombia son deliciosos, con uno quedas satisfecho, tienen muy buen sabor y a excelente precio, los mejores hot dogs y papas a la francesa;5.0
Dogger Grill;3.5;estebang333;Deliciosa hamburgesa! ;Fuimos por curiosidad para probar nuevos productos y diferentes al perro acostumbrado a comerse uno siempre q los visita y la verdad nos gusto mucho! Muy buen sabor y los precios son accesibles!;5.0
Dogger Grill;3.5;santiagodesdecali;Ricos perros con buenos acompañantes.;Sus perros, la salchicha y el pan son de muy buena calidad y sabor y se complementan perfectamente con sus salsas y acompañantes.;4.0
Dogger Grill;3.5;Mauricio L;No hace la diferencia;"Estuve en Doger grill de Colina, el sitio es muy chévere pero la comida no tanto.
Pedí una hamburguesa bacon doble carne, nada fuera de lo normal, la carne seca, la tocineta no aporta sabor, las papas entrapadas de aceite.
No me gustó.";2.0
Dogger Grill;3.5;adelenv;El mejor.;Me encantan los perros de dogger. Pero definitivamente el ambiente que le dieron a este local es el mejor. Música, luces, servicio sin dejar atrás la comida, con excelentes combinaciones de entrada, bebidas y postre. Se encuentra en el primer piso de mayorca segunda etapa.;5.0
Dogger Grill;3.5;Gwen721;Muy buenos perros calientes;Me encantan los perros que venden aquí (es su especialidad) son bastante generosos en cuanto a tamaño, no son muy caros y la verdad es que los toppings que puedes usar para tus perros son ilimitados y muy sabrosos. En mi país no hay lugares...como este donde sirvan hot dogs tan deliciosos. Lo recomiendo mucho.Más;5.0
Dogger Grill;3.5;miguelgomal89;Esperaba más...;"Su slogan ""The Real American Taste"" no va con la comida, el sabor de la carne no me agradó mucho, pero no es malo, está bien para calmar el hambre.";3.0
Dogger Grill;3.5;Lina M;Otro sobrevalorado;El concepto de este tipo de restaurantes ya está más que trillado y eso que el lugar no es que sea tan bonito tampoco. Seguro llamó la atención el formato cuando salió, pero ya le pasó su cuarto de hora. En el menú no hay...nada que resalte, nada es especial. No me gusta la comida aquí, salsas de supermercado, comida hecha sin amor. Es simplemente un sitio sobrevalorado de centro comercial. Muy maluco, muy caro.Más;2.0
Dogger Grill;3.5;paolamarcela8a;NADA EXTRAORDINARIO;Estuve en el Dogger de Oviedo, tienen un lugar bonito, espacioso pero muy oscuro para mi gusto. La carta es amplia,pero  para comerse un perro caliente con unas papas fritas me parece costoso, los productos son buenos pero no ofrece nada extraordinario prefiero comerme lo...mismo en un Dogger en una plazoleta de comidas normal y pagar menos de la mitad por lo mismo.Más;4.0
il forno Palms Avenue CE I Medellín;4.0;B1087EYbobc;Mala comida y facturacion;"Pedí un Corleone, carne de cerdo y res. La carne de cerdo seca ,pero peor la de res incomible de dura, Zuela de zapato. Y luego en la factura nos cobraron dos veces el mismo plato.

Ninguna excusa, ninguna ayuda.

Terrible";1.0
il forno Palms Avenue CE I Medellín;4.0;Liliana L;Buena opción;Es acogedor, tiene una carta completa y buenos precios, la atención es un poco demorada en horas de alto flujo, pero la comida altamente recomendadaMás;4.0
il forno Palms Avenue CE I Medellín;4.0;betta3000;Pastas autenticas;La atencion fue muy buena, el sabor de las pastas delicioso y una soda de sandia magnifica. aunque la visita fue muy tarde, se tomaron el tiempo de atendernos de muy buena manera, el sabor de las comidas excelente.;4.0
