f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,60,4,2,95,4,1,0.43,0,4,2,279,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,60,12899563,Hackney,flexible,Entire home/apt,Apartment,4.0943445622221,16,1.38629436111989,1.92181205567281,0.693147180559945,3,1.6094379124341,2,5.63478960316925,31.7508538719843,178.909381289603,77841,21717639,4.55387689160054,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,115,4,2,100,2,1,0.29,0,2,2,208,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,115,13904443,Hackney,strict,Entire home/apt,Apartment,4.74493212836325,16,1.38629436111989,1.92181205567281,0.693147180559945,3,1.09861228866811,2,5.34233425196481,28.5405352597164,152.473079087392,43264,8998912,4.60517018598809,2,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,55,2,1,96,0,1,0.52,0,4,1,405,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,55,11337015,Hackney,flexible,Private room,Apartment,4.00733318523247,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,170,1,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3472688,Hackney,flexible,Private room,Apartment,5.13579843705026,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,40,1,1.5,87,9,1,1.36,8,6,1,197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,40,14450567,Hackney,moderate,Private room,Apartment,3.68887945411394,1,0,0,0,2,2.30258509299405,2,5.28826703069454,27.9657681879308,147.89044989628,38809,7645373,4.46590811865458,3,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,30,2,1.5,93,3,1,0.46,0,2,1,195,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,14357087,Hackney,strict,Private room,Apartment,3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,5.27811465923052,27.8584943559841,147.04032744441,38025,7414875,4.53259949315326,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,165,4,1,96,0,1,0.52,0,3,2,405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,165,15794100,Hackney,strict,Entire home/apt,Apartment,5.10594547390058,16,1.38629436111989,1.92181205567281,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,90,4,1,96,15,2,0.88,5,2,1,507,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,90,7929089,Hackney,flexible,Entire home/apt,House,4.49980967033027,16,1.38629436111989,1.92181205567281,0,2,2.77258872223978,2,6.23048144757848,38.8188990686197,241.860430462456,257049,130323843,4.56434819146784,2,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,27,1,1,92,25,1,0.77,0,2,1,971,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,27,3079405,Hackney,strict,Private room,Apartment,3.29583686600433,1,0,0,0,2,3.25809653802148,2,6.87935580446044,47.3255362843635,325.569202737039,942841,915498611,4.52178857704904,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,60,4,1,100,2,2,0.11,20,3,2,537,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,60,8028507,Hackney,strict,Entire home/apt,Apartment,4.0943445622221,16,1.38629436111989,1.92181205567281,0.693147180559945,2,1.09861228866811,2,6.28785856016178,39.5371652725998,248.604103103848,288369,154854153,4.60517018598809,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,70,2,1,96,31,1,2.35,0,3,1,393,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70,10288282,Hackney,strict,Entire home/apt,Apartment,4.24849524204936,4,0.693147180559945,0.480453013918201,0,2,3.46573590279973,2,5.97635090929793,35.7167701910662,213.455952008564,154449,60698457,4.56434819146784,3,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,60,2,1,95,8,1,0.18,0,1,1,1342,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,1244325,Hackney,strict,Private room,Apartment,4.0943445622221,4,0.693147180559945,0.480453013918201,0,2,2.19722457733622,2,7.20266119652324,51.8783283119016,373.662022272626,1800964,2416893688,4.55387689160054,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,2,1,98,35,2,0.8,0,2,1,1307,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,1277797,Hackney,strict,Entire home/apt,Apartment,4.60517018598809,4,0.693147180559945,0.480453013918201,0,2,3.58351893845611,2,7.17625453201714,51.4986291082966,369.567270531084,1708249,2232681443,4.58496747867057,2,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,21,1,1,96,0,1,0.52,0,2,1,405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,17103938,Hackney,strict,Private room,Apartment,3.04452243772342,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,100,2,1,96,0,1,0.52,0,7,1,405,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,100,6651738,Hackney,moderate,Entire home/apt,Apartment,4.60517018598809,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,80,2,1,100,7,1,0.85,0,1,1,244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,80,13696006,Hackney,flexible,Private room,Apartment,4.38202663467388,4,0.693147180559945,0.480453013918201,0,2,2.07944154167984,2,5.50125821054473,30.2638418990858,166.489208729973,59536,14526784,4.60517018598809,1,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,26,2,1.5,80,1,1,0.09,0,3,1,334,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26,11467755,Hackney,flexible,Private room,House,3.25809653802148,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,5.81413053182507,33.8041138411004,196.541530384832,111556,37259704,4.38202663467388,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,28,2,1,96,0,1,0.52,0,20,1,405,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,28,16841644,Hackney,flexible,Private room,House,3.3322045101752,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,2,1,100,2,1,0.5,0,3,1,119,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,120,12943277,Hackney,strict,Entire home/apt,Apartment,4.78749174278205,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,4.78749174278205,22.9200771872063,109.729680277677,14161,1685159,4.60517018598809,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Couch,Hackney,80,4,1,100,3,2,0.46,15,2,2,195,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,80,14351249,Hackney,moderate,Entire home/apt,Apartment,4.38202663467388,16,1.38629436111989,1.92181205567281,0.693147180559945,2,1.38629436111989,2,5.27811465923052,27.8584943559841,147.04032744441,38025,7414875,4.60517018598809,2,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,36,2,1,96,0,1,0.52,0,2,1,405,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,36,17103590,Hackney,moderate,Private room,Apartment,3.58351893845611,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,6,2,97,116,4,2.03,10,7,3,1713,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,150,457349,Hackney,strict,Entire home/apt,House,5.01063529409626,36,1.79175946922805,3.2104019955684,1.09861228866811,3,4.76217393479776,3,7.44658509915773,55.4516296389979,412.925278993774,2934369,5026574097,4.57471097850338,3,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,55,2,1,96,0,1,0.52,0,1,1,405,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,55,5962428,Hackney,flexible,Private room,Apartment,4.00733318523247,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,68,2,1,96,0,1,0.52,0,3,1,405,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,68,8321691,Hackney,flexible,Private room,Apartment,4.21950770517611,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,195,2,1,96,0,1,0.52,0,1,1,405,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,195,12353298,Hackney,flexible,Entire home/apt,Apartment,5.27299955856375,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,74,4,1,96,0,1,0.52,0,1,2,405,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,74,11751423,Hackney,flexible,Entire home/apt,Apartment,4.30406509320417,16,1.38629436111989,1.92181205567281,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,4,1,99,32,1,3.4,0,2,2,280,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,100,13040174,Hackney,strict,Entire home/apt,Apartment,4.60517018598809,16,1.38629436111989,1.92181205567281,0.693147180559945,2,3.49650756146648,2,5.63835466933375,31.7910433771976,179.249177868814,78400,21952000,4.59511985013459,2,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,30,2,2,100,1,1,0.11,0,3,1,280,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,30,12746501,Hackney,flexible,Private room,Apartment,3.40119738166216,4,0.693147180559945,0.480453013918201,0,3,0.693147180559945,2,5.63835466933375,31.7910433771976,179.249177868814,78400,21952000,4.60517018598809,3,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,45,2,1,96,24,1,0.8,0,2,1,902,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,45,1899009,Hackney,strict,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,3.2188758248682,2,6.80572255341699,46.3178594740886,315.226500848803,813604,733870808,4.56434819146784,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,93,4,1,80,1,1,0.48,0,2,2,60,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,93,589011,Hackney,moderate,Entire home/apt,Apartment,4.53259949315326,16,1.38629436111989,1.92181205567281,0.693147180559945,2,0.693147180559945,2,4.11087386417331,16.8992839271432,69.4708246193372,3600,216000,4.38202663467388,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,2,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,100,17366213,Hackney,flexible,Entire home/apt,Apartment,4.60517018598809,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,80,2,1,100,2,1,0.37,0,2,1,160,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,80,14481871,Hackney,flexible,Entire home/apt,Apartment,4.38202663467388,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,5.08140436498446,25.8206703204832,131.205266873328,25600,4096000,4.60517018598809,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,140,4,2,100,9,1,0.39,0,2,2,690,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,140,5962180,Hackney,moderate,Entire home/apt,Apartment,4.9416424226093,16,1.38629436111989,1.92181205567281,0.693147180559945,3,2.30258509299405,2,6.53813982376767,42.7472723551367,279.487643742562,476100,328509000,4.60517018598809,2,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,33,2,1,100,1,1,0.88,15,3,1,32,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,33,13695427,Hackney,strict,Private room,House,3.49650756146648,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,3.49650756146648,12.2255651273923,42.746780911128,1024,32768,4.60517018598809,3,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,40,1,1.5,100,1,1,0.58,0,1,1,50,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,40,15530313,Hackney,flexible,Private room,Apartment,3.68887945411394,1,0,0,0,2,0.693147180559945,2,3.93182563272433,15.459252806148,60.7830864459783,2500,125000,4.60517018598809,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,35,2,2,96,0,1,0.52,0,3,1,405,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,17365121,Hackney,flexible,Private room,Apartment,3.55534806148941,4,0.693147180559945,0.480453013918201,0,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,139,4,1,93,21,2,3.03,15,1,2,206,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,139,14210068,Hackney,moderate,Entire home/apt,Apartment,4.93447393313069,16,1.38629436111989,1.92181205567281,0.693147180559945,2,3.09104245335832,2,5.33271879326537,28.4378897280457,151.651268993557,42436,8741816,4.53259949315326,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,60,2,1,87,3,1,0.17,0,1,1,543,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,60,7927880,Hackney,flexible,Private room,Apartment,4.0943445622221,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,6.29894924685594,39.676761614467,249.92190768913,294849,160103007,4.46590811865458,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,100,2,1,96,0,1,0.52,0,10,2,405,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,100,5297163,Hackney,flexible,Private room,Apartment,4.60517018598809,4,0.693147180559945,0.480453013918201,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,200,2,1,100,2,1,0.94,0,2,1,62,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,200,15651990,Hackney,strict,Entire home/apt,Apartment,5.29831736654804,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,4.14313472639153,17.1655653610314,71.119249945433,3844,238328,4.60517018598809,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,125,2,1,99,29,1,1.85,0,7,1,469,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,125,9108288,Hackney,strict,Entire home/apt,Apartment,4.8283137373023,4,0.693147180559945,0.480453013918201,0,2,3.40119738166216,2,6.1527326947041,37.8561196124808,232.91858483434,219961,103161709,4.59511985013459,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,95,2,1,90,6,1,0.42,0,3,1,426,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,95,9862964,Hackney,moderate,Entire home/apt,Apartment,4.55387689160054,4,0.693147180559945,0.480453013918201,0,2,1.94591014905531,2,6.05678401322862,36.6846325829018,222.190896159286,181476,77308776,4.49980967033027,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,2,1,100,3,1,0.11,0,2,1,848,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,75,3996404,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,6.74405918631135,45.4823343084705,306.735554507924,719104,609800192,4.60517018598809,2,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,38,2,1,96,0,1,0.52,30,3,2,405,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,6879175,Hackney,moderate,Private room,House,3.63758615972639,4,0.693147180559945,0.480453013918201,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,46,2,2,90,56,1,1.5,0,2,1,1118,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,46,1867418,Hackney,strict,Private room,Apartment,3.8286413964891,4,0.693147180559945,0.480453013918201,0,3,4.04305126783455,3,7.02019070831193,49.2830775810691,345.976603311637,1249924,1397415032,4.49980967033027,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,150,6,1.5,84,15,2,2.63,15,2,3,169,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,150,14793470,Hackney,moderate,Entire home/apt,Apartment,5.01063529409626,36,1.79175946922805,3.2104019955684,1.09861228866811,2,2.77258872223978,2,5.13579843705026,26.3764255860079,135.464005299592,28561,4826809,4.43081679884331,2,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,31,2,1,80,1,1,0.07,0,1,1,426,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,9500565,Hackney,flexible,Private room,Apartment,3.43398720448515,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,6.05678401322862,36.6846325829018,222.190896159286,181476,77308776,4.38202663467388,1,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,32,2,1,96,0,2,0.52,15,1,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32,16185218,Hackney,strict,Private room,Apartment,3.46573590279973,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,40,2,1,95,5,1,0.97,10,2,1,153,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,40,13170548,Hackney,flexible,Private room,Apartment,3.68887945411394,4,0.693147180559945,0.480453013918201,0,2,1.79175946922805,2,5.03695260241363,25.3708915189614,127.791978061987,23409,3581577,4.55387689160054,2,0,0,0
Apartment,Private room,Private,moderate,Couch,Hackney,45,2,1,96,19,2,4.22,10,1,1,133,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,45,15529817,Hackney,moderate,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,2.99573227355399,2,4.89783979995091,23.9888347059832,117.493469377408,17689,2352637,4.56434819146784,1,0,0,0
